2024-12-13T07:14:28.373Z, Test log message, 200
2024-12-13T07:23:01.371Z, Login successful: Login successful Redirecting to: /manager, 200
2024-12-13T07:24:14.407Z, [object Object] grp, 200
2024-12-13T07:27:02.394Z, Login error: [object Object], 500
2024-12-13T07:32:30.719Z, Login error: [object Object], 500
2024-12-13T07:32:30.720Z, HTTP 401: Http failure response for http://localhost:8080/login: 401 Unauthorized - http://localhost:8080/login, 401
2024-12-13T07:32:30.756Z, HTTP 200: http://localhost:5000/api/logs, 200
2024-12-13T07:32:30.882Z, HTTP 200: http://localhost:5000/api/logs, 200
2024-12-13T07:36:13.481Z, HTTP 200: http://localhost:8080/login, 200
2024-12-13T07:36:13.552Z, HTTP 200: http://localhost:8080/manager/list-groups?username=ProductManager, 200
2024-12-13T07:36:13.566Z, HTTP 200: http://localhost:5000/api/user?username=ProductManager, 200
2024-12-13T07:36:13.568Z, HTTP 200: http://localhost:5000/api/managers, 200
2024-12-13T07:36:13.710Z, Login successful: Login successful Redirecting to: /manager, 200
2024-12-13T07:36:30.854Z, ERROR Error: NG04002: Cannot match any routes. URL Segment: 'manag', 500
2024-12-13T07:36:55.512Z, HTTP 200: http://localhost:8080/login, 200
2024-12-13T07:36:55.513Z, Login successful: Login successful Redirecting to: /user, 200
2024-12-13T07:36:55.557Z, HTTP 200: http://localhost:5000/api/user?username=Golang_Developer, 200
2024-12-13T07:36:55.628Z, HTTP 200: http://localhost:5000/api/user-group?username=Golang_Developer, 200
2024-12-13T07:36:55.737Z, HTTP 200: http://localhost:5000/api/group-name?group_id=3a41470d7389ff96, 200
2024-12-13T07:36:55.752Z, HTTP 200: http://localhost:5000/api/services?group_id=3a41470d7389ff96, 200
2024-12-13T07:36:55.790Z, HTTP 200: http://localhost:5000/api/group-name?group_id=3a41470d7389ff96, 200
2024-12-13T07:36:58.882Z, HTTP 200: http://localhost:8080/user/start-session?username=Golang_Developer&provider=aws, 200
2024-12-13T07:36:58.992Z, HTTP 200: http://localhost:8080/user/get-cloud-services?provider=aws, 200
2024-12-13T07:37:01.335Z, HTTP 200: http://localhost:8080/user/update-session, 200
2024-12-13T07:37:01.500Z, HTTP 200: http://localhost:8080/user/calculate-cost, 200
2024-12-13T07:37:09.762Z, HTTP 200: http://localhost:8080/user/start-session?username=Golang_Developer&provider=aws, 200
2024-12-13T07:37:09.786Z, HTTP 200: http://localhost:8080/user/get-cloud-services?provider=aws, 200
2024-12-13T07:37:11.314Z, HTTP 200: http://localhost:8080/user/update-session, 200
2024-12-13T07:37:11.438Z, HTTP 200: http://localhost:8080/user/calculate-cost, 200
2024-12-13T07:37:12.374Z, Session ID fetched on init: 42bdf04cfded7d95713f712ce1b022b2-20241213130709, 200
2024-12-13T07:37:18.630Z, HTTP 200: http://localhost:8080/user/create-vpc, 200
2024-12-13T07:37:18.636Z, VPC created successfully: VPC created successfully, 200
2024-12-13T07:37:20.257Z, HTTP 200: http://localhost:8080/user/complete-session, 200
2024-12-13T07:37:20.317Z, Session finalized successfully: Session finalized successfully, 200
2024-12-13T07:37:32.425Z, HTTP 404: Http failure response for http://localhost:8080/user/create-vpc: 404 Not Found - http://localhost:8080/user/create-vpc, 404
2024-12-13T07:37:32.435Z, Error creating VPC: [object Object], 500
2024-12-13T07:37:45.533Z, Error creating VPC: [object Object], 500
2024-12-13T07:37:45.534Z, HTTP 404: Http failure response for http://localhost:8080/user/create-vpc: 404 Not Found - http://localhost:8080/user/create-vpc, 404
2024-12-13T07:37:51.822Z, HTTP 200: http://localhost:8080/user/get-cloud-services?provider=aws, 200
2024-12-13T07:37:51.830Z, Amazon EC2 (Elastic Compute Cloud),Amazon S3 (Simple Storage Service),AWS Lambda,Amazon RDS (Relational Database Service),AWS CloudFront,Amazon VPC (Virtual Private Cloud) services, 200
2024-12-13T07:37:53.583Z, Selected service: Amazon VPC (Virtual Private Cloud), 200
2024-12-13T07:37:55.436Z, Selected service: AWS Lambda, 200
2024-12-13T07:38:01.585Z, HTTP 500: Http failure response for http://localhost:8080/user/delete-aws-service?username=Golang_Developer: 500 Internal Server Error - http://localhost:8080/user/delete-aws-service?username=Golang_Developer, 500
2024-12-13T07:38:07.038Z, HTTP 500: Http failure response for http://localhost:8080/user/delete-aws-service?username=Golang_Developer: 500 Internal Server Error - http://localhost:8080/user/delete-aws-service?username=Golang_Developer, 500
2024-12-13T07:38:08.633Z, Selected service: Amazon VPC (Virtual Private Cloud), 200
2024-12-13T07:38:17.793Z, HTTP 200: http://localhost:8080/user/delete-aws-service?username=Golang_Developer, 200
2024-12-13T07:38:43.811Z, ERROR Error: NG04002: Cannot match any routes. URL Segment: 'delete', 500
2024-12-13T07:38:56.326Z, HTTP 200: http://localhost:8080/login, 200
2024-12-13T07:38:56.332Z, Login successful: Login successful Redirecting to: /user, 200
2024-12-13T07:38:56.411Z, HTTP 200: http://localhost:5000/api/user?username=Leps66, 200
2024-12-13T07:38:56.425Z, HTTP 200: http://localhost:5000/api/user-group?username=Leps66, 200
2024-12-13T07:38:56.556Z, HTTP 200: http://localhost:5000/api/group-name?group_id=3eff93ed3d33dd9d, 200
2024-12-13T07:38:56.569Z, HTTP 200: http://localhost:5000/api/services?group_id=3eff93ed3d33dd9d, 200
2024-12-13T07:38:56.606Z, HTTP 200: http://localhost:5000/api/group-name?group_id=3eff93ed3d33dd9d, 200
2024-12-13T07:38:59.150Z, HTTP 200: http://localhost:8080/user/start-session?username=Leps66&provider=gcp, 200
2024-12-13T07:38:59.225Z, HTTP 200: http://localhost:8080/user/get-cloud-services?provider=gcp, 200
2024-12-13T07:39:01.211Z, HTTP 200: http://localhost:8080/user/update-session, 200
2024-12-13T07:39:06.491Z, HTTP 200: http://localhost:8080/user/calculate-cost, 200
2024-12-13T07:39:14.317Z, Session ID fetched on init: 4cb0ae6b745926b5b50745ae1246329f-20241213130859, 200
2024-12-13T07:39:34.237Z, HTTP 500: Http failure response for http://localhost:8080/user/create-compute-engine: 500 Internal Server Error - http://localhost:8080/user/create-compute-engine, 500
2024-12-13T07:39:34.238Z, Error creating Compute Engine instance: [object Object], 500
2024-12-13T07:39:36.420Z, HTTP 500: Http failure response for http://localhost:8080/user/create-compute-engine: 500 Internal Server Error - http://localhost:8080/user/create-compute-engine, 500
2024-12-13T07:39:36.467Z, Error creating Compute Engine instance: [object Object], 500
2024-12-13T07:39:46.140Z, HTTP 500: Http failure response for http://localhost:8080/user/create-compute-engine: 500 Internal Server Error - http://localhost:8080/user/create-compute-engine, 500
2024-12-13T07:39:46.147Z, Error creating Compute Engine instance: [object Object], 500
2024-12-13T07:40:07.818Z, Compute Engine,Cloud Storage,Google Kubernetes Engine (GKE),BigQuery,Cloud SQL services, 200
2024-12-13T07:40:07.819Z, HTTP 200: http://localhost:8080/user/get-cloud-services?provider=gcp, 200
2024-12-13T07:40:09.338Z, Selected service: Google Kubernetes Engine (GKE), 200
2024-12-13T07:40:20.127Z, HTTP 500: Http failure response for http://localhost:8080/user/delete-gcp-service?username=Leps66: 500 Internal Server Error - http://localhost:8080/user/delete-gcp-service?username=Leps66, 500
2024-12-13T07:40:26.546Z, Selected service: BigQuery, 200
2024-12-13T07:40:35.242Z, HTTP 500: Http failure response for http://localhost:8080/user/delete-gcp-service?username=Leps66: 500 Internal Server Error - http://localhost:8080/user/delete-gcp-service?username=Leps66, 500
2024-12-13T07:40:50.308Z, HTTP 401: Http failure response for http://localhost:8080/login: 401 Unauthorized - http://localhost:8080/login, 401
2024-12-13T07:40:50.316Z, Login error: [object Object], 500
2024-12-13T07:40:55.617Z, HTTP 401: Http failure response for http://localhost:8080/login: 401 Unauthorized - http://localhost:8080/login, 401
2024-12-13T07:40:55.631Z, Login error: [object Object], 500
2024-12-13T07:41:24.475Z, HTTP 200: http://localhost:8080/login, 200
2024-12-13T07:41:24.476Z, Login successful: Login successful Redirecting to: /user, 200
2024-12-13T07:41:24.604Z, HTTP 200: http://localhost:5000/api/user-group?username=Leps66, 200
2024-12-13T07:41:24.638Z, HTTP 200: http://localhost:5000/api/user?username=Leps66, 200
2024-12-13T07:41:24.958Z, HTTP 200: http://localhost:5000/api/group-name?group_id=3eff93ed3d33dd9d, 200
2024-12-13T07:41:25.021Z, HTTP 200: http://localhost:5000/api/services?group_id=3eff93ed3d33dd9d, 200
2024-12-13T07:41:25.031Z, HTTP 200: http://localhost:5000/api/group-name?group_id=3eff93ed3d33dd9d, 200
2024-12-13T07:41:26.378Z, HTTP 200: http://localhost:8080/user/start-session?username=Leps66&provider=aws, 200
2024-12-13T07:41:26.466Z, HTTP 200: http://localhost:8080/user/get-cloud-services?provider=aws, 200
2024-12-13T07:41:29.576Z, HTTP 200: http://localhost:8080/user/update-session, 200
2024-12-13T07:41:30.510Z, HTTP 200: http://localhost:8080/user/calculate-cost, 200
2024-12-13T07:41:31.701Z, Session ID fetched on init: 31140230595070d0ba157ffa8a8fd347-20241213131126, 200
2024-12-13T07:41:40.681Z, true ver, 200
2024-12-13T07:41:41.950Z, HTTP 200: http://localhost:8080/user/create-s3-bucket, 200
2024-12-13T07:41:41.968Z, Bucket created successfully: S3 bucket created successfully, 200
2024-12-13T07:41:44.540Z, HTTP 200: http://localhost:8080/user/complete-session, 200
2024-12-13T07:41:44.556Z, Session finalized successfully: Session finalized successfully, 200
2024-12-13T07:41:52.519Z, true ver, 200
2024-12-13T07:41:52.626Z, HTTP 404: Http failure response for http://localhost:8080/user/create-s3-bucket: 404 Not Found - http://localhost:8080/user/create-s3-bucket, 404
2024-12-13T07:41:52.648Z, Error creating bucket: [object Object], 500
2024-12-13T07:41:55.875Z, true ver, 200
2024-12-13T07:41:55.987Z, HTTP 404: Http failure response for http://localhost:8080/user/create-s3-bucket: 404 Not Found - http://localhost:8080/user/create-s3-bucket, 404
2024-12-13T07:41:56.003Z, Error creating bucket: [object Object], 500
2024-12-13T07:47:20.199Z,Session ID fetched on init - http://localhost:8080/user/create-vpc,200
2024-12-13T07:47:41.199Z,Bucket created successfully - http://localhost:5000/api/services,200
2024-12-13T07:47:48.199Z,Selected service: Amazon VPC - http://localhost:8080/user/delete-aws-service,200
2024-12-13T07:47:53.199Z,Selected service: Amazon VPC - http://localhost:5000/api/logs,200
2024-12-13T07:47:59.199Z,Error deleting AWS service - http://localhost:8080/user/get-cloud-services,500
